artist,album,track,uri,duracion_ms,popularidad,danceability,loudness,energy,liveness
Jeremy Zucker,Breathe,'Bout It (feat. Daniel James & Benjamin O),0AIL1m3mlMi98wKOaJ7uoG,263358,42,0.892,-5.728,0.619,0.0818
Grace VanderWaal,Perfectly Imperfect,Light The Sky,3r8o1udRdgOd3J0kTk3XWl,229426,40,0.604,-9.784,0.26,0.167
HXLLYWOOD,Lil Mama Music,Sneaky Link,3rlUxMDbs9DFZn0NaFO305,115391,0,0.861,-7.79,0.644,0.284
Larking,$ingle$,Goosebumps - Spanish Remix,6hEPhvbMFQiKSBG22fspFI,243846,26,0.805,-8.561,0.65,0.16
Bars and Melody,143,Just Remember,6S1JcH1fSr34EGxyOo3ycr,237911,0,0.783,-5.192,0.689,0.0953
The Kid LAROI,F*CK LOVE (SAVAGE),RUNNING,6Tex46h3174Y009Mf1jG09,135241,5,0.438,-5.425,0.585,0.13
Conor Maynard,Covers,Love Yourself,0Cgd9QmbRtRbKXKyOlVnGb,156456,46,0.8,-9.167,0.406,0.237
Ivan Noble,Otra Noche Más x Avanti Morocha,Otra Noche Más x Avanti Morocha,4PAryi36HEM2kcqzxbwe4v,189600,46,0.776,-5.132,0.524,0.142
Maluma,Magia,Me Gusta Todo De Ti,5pJp7TW9XDRGrOjnJx4z9w,149600,29,0.489,-5.336,0.69,0.134
Agustín Casanova,Ando Buscando,Ando Buscando,24k4QxSAavX21LJbKnKhJI,203680,36,0.749,-3.798,0.975,0.07
Dano,Santo Grial,Santo Grial,5glEywhgiNEk1GbEqcWfiO,351768,54,0.519,-8.076,0.75,0.258
Kevo DJ,Safaera,Safaera - Remix,2UKef6PckGqk5L3pHWxMv4,153286,0,0.864,-1.797,0.879,0.038
Los Bonnitos,Sigamos Bailando,Dile,0E3H81w8gMSEVURPx8WTCk,176053,25,0.667,-4.977,0.833,0.139
José Luis Perales,Celebridades- Jose Luis Perales,¿Y cómo es él?,7rm6kcMbUZNMzkELONGaVY,248000,0,0.219,-12.211,0.323,0.106
Roddy Ricch,Please Excuse Me for Being Antisocial,The Box,0nbXyq5TXYPCO7pr3N8S4I,196652,84,0.896,-6.687,0.586,0.79
Demi Lovato,Sober,Sober,0STK94RxUulYqWzwFlyAb5,197893,67,0.397,-10.413,0.303,0.0824
Jhayco,Ley Seca,Ley Seca,51yjkR9blUWtAphR7lZl5y,263653,6,0.754,-3.731,0.847,0.174
Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",bad guy,2Fxmhks0bxGSBdJ92vM42m,194087,85,0.701,-10.965,0.425,0.1
Lauv,i'm so tired...,i'm so tired...,7COXchtUOMd6uIT6HvmRaI,162582,2,0.599,-7.058,0.733,0.242
Maluma,"Pretty Boy, Dirty Boy",Solos (feat. El Micha),6btKOogausCe3NWeT8K3Ua,207280,44,0.527,-5.923,0.67,0.277
Maluma,Magia,Dos Amores,5U0tKveVl4lw0DaWvb1Tex,175853,29,0.706,-4.294,0.897,0.0439
Benjamín Amadeo,No Te Enamores,No Te Enamores,2GvCKpSkYLJM4HFF3CmHVi,185018,38,0.593,-6.369,0.705,0.144
CNCO,CNCO,Hey DJ,1XgpK29CGGjZnxPYkiRbh4,206920,70,0.798,-6.152,0.809,0.214
Beéle,Loco,Loco,2J9B63FawlTaPdg4eH5X03,204000,71,0.82,-5.965,0.565,0.0469
Pilar Pascual,Go! Vive A Tu Manera (Soundtrack from the Netflix Original Series),Just Feel It,6PLAWkw7EphDnQam5cJHK4,136817,41,0.689,-8.802,0.746,0.0947
Ellie Goulding,Hate Me (with Juice WRLD),Hate Me (with Juice WRLD),6kls8cSlUyHW2BUOkDJIZE,186223,74,0.657,-4.628,0.768,0.144
Gorillaz,Demon Days,Feel Good Inc.,0d28khcov6AiegSCpG5TuT,222640,86,0.818,-6.679,0.705,0.613
Fonseca,Agustín,Simples Corazones,13vkcX5tmzimIS5Hr17ZJ1,242306,0,0.669,-2.733,0.917,0.109
La Vela Puerca,A Contraluz,Llenos De Magia,5i0JzkHAichFrM0qC8kdmR,232093,0,0.411,-3.173,0.908,0.07
Grace VanderWaal,Just The Beginning,Florets,0nHFy6NhdXegDdokhXrTw0,225933,39,0.67,-5.573,0.705,0.101
Tomy DJ,Rompe RKT,Rompe RKT - Remix,5QI329v4FeKyt7pXBYw4cs,151824,55,0.848,-3.052,0.793,0.0951
Sebastian Yatra,FANTASÍA,Vuelve,3wGRfBDRNQb0nFDFrUPvq6,225213,69,0.692,-6.077,0.49,0.109
LIT killah,Bufón,Bufón,6ovp1nCwIAOSMotiCF7pjk,242500,55,0.851,-5.534,0.637,0.366
Elindiomusik,PB.DB. The Mixtape,Tus Besos (Remix) (feat. Maluma),0nqb5MzuKfsp5uo8kX8ORP,219026,0,0.675,-3.505,0.692,0.113
Asaf Avidan,One Day / Reckoning Song (Wankelmut Remix),One Day / Reckoning Song (Wankelmut Remix) - Radio Edit,68rcszAg5pbVaXVvR7LFNh,215186,71,0.826,-6.329,0.668,0.167
Conor Maynard,Someone You Loved,Someone You Loved,5aQDkvNNDDfwD2XHtW9xjq,148219,58,0.631,-6.125,0.355,0.124
Vicentico,Los Rayos,Los Caminos de la Vida,1crk0MXXyFQ1zVow6YTJOo,239040,65,0.647,-4.87,0.732,0.59
Ant Saunders,Yellow Hearts,Yellow Hearts,2W4yABdLc4Jnds67Poi5Nl,223257,66,0.866,-8.943,0.438,0.0743
Myke Towers,Para Mi Ex,Explícito,6qraVL4IJaIj0IuEexYJNa,195066,70,0.828,-3.371,0.83,0.0613
Khalid,Free Spirit,Bad Luck,2vsuel3g4zaLYSOY0mOMbi,231653,60,0.432,-5.515,0.52,0.138
La Champions Liga,Primer Tiempo,No Me Dejes Sin Tu Amor,6OHwB5wGAvywMotN2ZNy9n,208091,0,0.499,-5.612,0.72,0.0734
Camilo,Tutu,Tutu,1nocRtwyNPVtGcIJqfgdzZ,178613,68,0.731,-2.592,0.832,0.0665
Morat,Besos En Guerra,Besos En Guerra,1d0c62VFYauOOgxZ2eFUxx,229442,0,0.686,-3.583,0.97,0.105
El Reja,Me Vas a Ver,Me Vas a Ver,77ELHW62FXS5ZGWNbcvgY0,146288,45,0.794,-1.519,0.894,0.23
Amenazzy,Solo,Solo,7mTWMsbnRPGmyLOEaImXOU,231909,0,0.637,-6.846,0.513,0.0981
Jeremy Zucker,idle,talk is overrated,7cflqPPi3zWfLFRRBTWeh6,189800,64,0.776,-8.317,0.353,0.302
Shawn Mendes,Shawn Mendes,Particular Taste,1mmAqhLcvPrknbslMiDlyU,175573,0,0.967,-7.122,0.352,0.0676
J Balvin,Vibras,Machika,7FnHUsFRTMg8VYteFKj3xL,189653,58,0.641,-3.356,0.837,0.0897
Bingo Players,Get Up (Rattle) [feat. Far East Movement],Get Up (Rattle) [feat. Far East Movement] - Vocal Edit,3wLPRjw2XQpmowqXUXb3UF,166932,71,0.801,-2.69,0.985,0.297
Fran Argiro,Bésame (Otra Vez),Bésame (Otra Vez),1DToZ8RYeU8VmBZz0SOtbj,133425,0,0.483,-6.575,0.821,0.103
Wisin,MI EXXX,MI EXXX,5hHzqkPU6TQxWtV2cJqsMp,194470,82,0.759,-7.259,0.674,0.0696
Conan Gray,Kid Krow,Heather,4xqrdfXkTW4T0RauPLv3WA,198040,88,0.357,-7.301,0.425,0.322
Shawn Mendes,Live At Madison Square Garden,Never Be Alone / Hey There Delilah - Live Medley,3Co2spo7jPrfuiZpOl2XQI,371718,0,0.331,-7.95,0.391,0.515
Bars and Melody,Covers,Don't Let Me Down,0xXaliPWFiNKrw2iVtw52E,206860,0,0.562,-6.802,0.819,0.103
DJ Sanny J,Fiesta Reggaeton,Fiesta Reggaeton - D@Niele 2010 Tek Remix,1ND3O9oFkHElah4d5g3OeF,379141,38,0.84,-4.711,0.845,0.0848
Oriana Sabatini,Aliados,Levántate y Anda,7o1aFGoHxTUmQBmy4Y7Pmg,203666,28,0.709,-6.423,0.668,0.0915
Peter Lanzani,Aliados,Refundación,3dzCV1HiHqGMjzrxCf1mXj,229133,34,0.603,-6.669,0.68,0.112
Reik,Amigos Con Derechos,Amigos Con Derechos,2zDj4WjbNDmrRL6Z4YjjCA,227476,0,0.686,-3.324,0.807,0.0652
Feid,BORRAXXA,BORRAXXA,2Y1EBfErprYwOlgluV9neb,223866,61,0.845,-5.241,0.624,0.0855
Charming Horses,Hardwell On Air - Best Of January 2018,Find You - Club Mix,6RnWvfK7LdLBLC3PT9Kl9u,185624,0,0.686,-1.555,0.952,0.279
Mar Antunes Fernández,Go! Vive A Tu Manera (Soundtrack from the Netflix Original Series),Sigo Mi Intuición,4nBqSf0w3B54Xk6IJkWSQY,87619,33,0.634,-11.23,0.734,0.0995
Jax Jones,Snacks,Play (with Years & Years),6tgzMDY2f0Qo6sYel0Mil3,186840,0,0.772,-7.792,0.767,0.464
Cheat Codes,Stay With You,Stay With You,7q8jJ1XZEliBakZSUMFde5,211670,55,0.744,-9.492,0.513,0.0894
Anne-Marie,Birthday,Birthday,5hff5RQeE84pznOt8WEWeO,181466,61,0.609,-3.32,0.785,0.171
SALES,SALES LP,Pope Is a Rockstar,0So2sgVa8aJiARPl2P29u2,187333,71,0.725,-8.958,0.446,0.107
Papu DJ,L-Gante Rkt,L-Gante Rkt,6EHrppRT1Uj4cyShAujxFu,182052,0,0.832,-4.95,0.652,0.492
Wisin & Yandel,Juntos Otra Vez,Rakata,4DZxe0dlfauYao6bxgH2st,172853,0,0.872,-5.463,0.785,0.0798
Tiago PZK,Salimo de Noche,Salimo de Noche,6P096SaOzrgGxs8NWOfX7M,177857,68,0.669,-4.177,0.628,0.124
La Vela Puerca,El Impulso,Para No Verme Más,270ieNCOt945nOdUQubFI5,245986,57,0.538,-5.781,0.709,0.108
Ed Sheeran,÷,New Man,5HDPtsnyb3maFmPL8LLUTG,189280,66,0.78,-3.97,0.745,0.0595
Angela Torres,Simona (Music from the TV Series),Porque fuiste tú,4pyjgn0KokHVaXb0zc2lsV,210711,36,0.553,-6.203,0.62,0.13
Fer Palacio,Vaina Locax,Vaina Locax,0Ta1nDENuynqKRBLwTWVl8,165687,24,0.693,-5.209,0.861,0.12
Patrick Doyle,Cinderella,Nice and Airy,0tXAfcfYOgu9NZxxtjw2sL,113466,0,0.439,-32.58,0.0207,0.129
Shawn Mendes,Illuminate,Patience,0JZ9lcwFcAscMpy1YxUtpW,175253,54,0.553,-6.345,0.571,0.111
John C,C90,C90,3ys72Tl1Texh8GM1OKaKor,121038,0,0.933,-6.848,0.626,0.0722
Juke Ross,Drifting Apart,Trading Places,6sUBGw9fl8uljM5z6Hqip7,221466,0,0.617,-7.361,0.465,0.166
Shawn Mendes,Illuminate,There's Nothing Holdin' Me Back,7JJmb5XwzOO8jgpou264Ml,199440,88,0.866,-4.063,0.813,0.0779
Arcángel,Po' encima (feat. Bryant Myers),Po' encima (feat. Bryant Myers),7sWdGtYvzlzuQRAoZ7fGeO,211408,66,0.789,-6.431,0.77,0.64
Shawn Mendes,Illuminate,Hold On,2tsNw9YCguhTyvERaX8byL,199546,0,0.561,-8.519,0.274,0.163
Sam Smith,To Die For,To Die For,2ZTYlnhhV1UAReg7wIGolx,193795,68,0.483,-7.889,0.361,0.098
Patrick Doyle,Cinderella,La Polka Militaire,2lcdTPBaZ9zXn9hebs2DKy,107920,0,0.493,-15.231,0.351,0.132
The Goo Goo Dolls,Dizzy up the Girl,Iris,6Qyc6fS4DsZjB2mRW9DsQs,289533,86,0.315,-8.072,0.715,0.0942
Demi Lovato,Pop Nostalgia,Give Your Heart A Break,30PCYzZQsOovmUMYvo5U6S,206346,0,0.648,-6.38,0.604,0.132
Sebastian Yatra,FANTASÍA,Elena,0c8JmuKzaREJu3kUqoBfmo,155093,48,0.414,-8.705,0.44,0.322
Piso 21,Una Vida Para Recordar,Una Vida Para Recordar,7pxL0DzPpCjjcdfQccvnus,215086,61,0.703,-3.075,0.776,0.123
Daya,"Sit Still, Look Pretty",Hide Away,6QzJcnl5cvlDHVrx9mhE99,192376,0,0.885,-4.716,0.801,0.0733
Dímelo Flow,Se Le Ve,Se Le Ve,5W1qmxHrMlQGGAiFA3ZQqP,277693,68,0.562,-4.367,0.755,0.143
Carlos Rivera,Voy a Amarte,Voy a Amarte,4XgAIKsj8MQlr4g655Lq7V,250000,0,0.498,-5.395,0.588,0.13
The Kid LAROI,F*CK LOVE (SAVAGE),TRAGIC (feat. Youngboy Never Broke Again & Internet Money),13EW51DKru044OJDJ9Bm8o,153147,22,0.779,-6.321,0.642,0.2
Kelis,Tasty,Milkshake,2cMTIlktg3M9mXYqCPqw1J,182626,70,0.881,-6.068,0.774,0.206
Mora,MICRODOSIS,LA INOCENTE,5jt25aFjW2kNoBqaEVaz5W,202173,88,0.757,-3.46,0.789,0.0717
Robbie Williams,Swings Both Ways,I Wan'na Be Like You,1mTRYyPfAhvfPmmu5WqLl1,211184,56,0.71,-7.26,0.631,0.151
Maria Becerra,Animal Pt. 1,Acaramelao,4fipVdNyG6zx7nxuqHScsy,185257,60,0.705,-3.409,0.721,0.121
Rochy RD,Ella No Es Tuya,Ella No Es Tuya - Remix,5YYW3yRktprLRr47WK219Y,218106,71,0.585,-4.132,0.611,0.649
Bars and Melody,Covers Part II,Wild thoughts,3dNVwUJ3aalN89EBxCZJQK,194104,0,0.495,-6.953,0.688,0.106
Joaco Terán,Madre Tierra,La Llama,3kGfh3NUhEJQfn65R8LXwq,206210,24,0.921,-6.954,0.436,0.0869
Bars and Melody,Put Ü First,Put Ü First,5xWC7SzVC7CkXefu9xN0zI,213677,0,0.579,-4.486,0.915,0.161
Shawn Mendes,Show You,Show You,6E0U3OTvJwFvc8rmTqZiBK,180120,56,0.653,-4.984,0.674,0.347
Quevedo,Piel de Cordero,Piel de Cordero,04d4GpLedinwpfctvgOIhY,213647,71,0.827,-10.743,0.541,0.0948
Lil Dicky,Freaky Friday (feat. Chris Brown),Freaky Friday (feat. Chris Brown),10Igtw8bSDyyFs7KIsKngZ,216631,72,0.755,-5.042,0.599,0.109
Nigga,Te Quiero (Romantic Style In Da World...),Te Quiero,59HWEr0or9XkgRaWvnxc6g,198946,0,0.609,-5.603,0.743,0.32
Maffio,Cristina (feat. Shelow Shaq),Cristina (feat. Shelow Shaq),2egI1hFZDAYrkCgtepoore,186893,60,0.861,-4.205,0.599,0.0921
Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,LA DROGA,67ACYA3UI6QMNtHX6b34wX,162299,73,0.643,-5.506,0.727,0.123
Macaco,Historias Tattooadas,Volar,2W7dvnZHuATpy9jKot6wS3,211293,52,0.719,-7.063,0.546,0.116
Skylar Grey,"Last One Standing (feat. Polo G, Mozzy & Eminem)","Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage",3r9m79pHykbs4FrCXlq1oO,258678,53,0.585,-4.117,0.714,0.0556
Bad Bunny,X 100PRE,Si Estuviésemos Juntos,35wvL50xvKpCHEJPxLOLPI,169247,83,0.672,-6.813,0.594,0.152
Luck Ra,Odio Amarte,Odio Amarte,4r2t5e9cH4uiFpG7rnIbcR,186835,50,0.67,-8.014,0.255,0.127
Jeremy Zucker,Motions,Stay Quiet,60cWtMENrHp27WCevWGyya,267973,34,0.623,-9.297,0.444,0.108
Bars and Melody,143,Don't Look Back,7035XtQfGpor2wduKQsqcg,186801,0,0.835,-5.408,0.633,0.0821
La Champions Liga,Cumbia villera - La Champions Liga,Ya no puedo,515k8jVdGkqaI4IDgXvsfp,119026,19,0.695,-7.196,0.466,0.144
Oriana Sabatini,Aliados,Ya No Hay Fuego,4DLy7wLEvQWqIWTpq8oNi4,238853,36,0.572,-7.248,0.721,0.0975
Dennis Cruz,Bad Behaviour EP,Bad Behaviour,3VLBjYS5Dhbw2vUd4ku4PU,407861,44,0.867,-9.279,0.539,0.0955
Alkilados,Nadie Como Tú (Silbamos),Nadie Como Tú (Silbamos),5jk0MkKwEj1HavaWt3mj10,184613,37,0.796,-6.258,0.812,0.132
Morat,París,París,3ehHqgYRzmeUi345MfHS2N,182187,72,0.582,-4.155,0.804,0.0624
Shawn Mendes,Illuminate,Bad Reputation,4IqpjoA1UfQ7FiJfMckYra,198213,0,0.557,-5.719,0.687,0.244
DJ Martin V,La Nota,La Nota - Remix,1yyXhYzKP4f6nxTmwa8HHs,203400,20,0.739,-7.923,0.556,0.315
Sebastian Yatra,MANTRA,SUTRA,0lTYnxJdC68v0oXd5xolxY,203400,65,0.752,-3.228,0.729,0.189
Seven Kayne,Hablamos Poco Hacemos Mucho,HABLAMOS POCO HACEMOS MUCHO,44cFukrJs8XBYXr51J4G52,154031,47,0.764,-4.322,0.807,0.0672
Lira,Vámonos,Vámonos,4Uc8YalUCcHZtZK25oB4Fy,142212,43,0.501,-8.199,0.562,0.0692
Bryant Myers,Tanta Falta,Tanta Falta,0sPTfDSZgE3KvcvqaKPtEx,181093,0,0.856,-3.497,0.728,0.2
Marcos Menchaca,Viernes 13,Viernes 13,36ZEFaqp4vVd8VYhvvO4oK,177299,60,0.452,-8.438,0.427,0.0962
Maluma,PB.DB. The Mixtape,Addicted,434J5LQCGuyjr7UA7j8bWb,214760,0,0.687,-5.616,0.853,0.114
Chayanne,En Todo Estaré (Deluxe Edition),Madre Tierra (Oye),2wlptOJ1g5fvLdu6ruKCKU,205920,69,0.695,-3.501,0.954,0.249
Harry Styles,Harry Styles,Kiwi,33SNO8AaciGbNaQFkxvPrW,176386,79,0.375,-2.631,0.93,0.318
Anitta,Downtown,Downtown,3Ga6eKrUFf12ouh9Yw3v2D,193456,76,0.775,-4.985,0.679,0.068
Daddy Yankee,Talento de Barrio,Pose,5BB5zjzCzo9M3uOKzhiXZB,217226,0,0.806,-3.51,0.887,0.364
Mariah Angeliq,Perreito,Perreito,5LsUdPeqmKVGlPJre2sIRt,121240,0,0.728,-3.614,0.611,0.124
Daddy Yankee,Con Calma,Con Calma,5w9c2J52mkdntKOmRLeM2m,193226,81,0.737,-2.652,0.86,0.0574
Alejandro Sanz,Paraiso Express,Desde cuando,38EI0NudWZT1qFuhEafIHh,235906,69,0.497,-4.209,0.714,0.151
Lali,Brava,Tu Novia,7EkYeGKhb4EaispiCj73eY,202080,42,0.719,-5.31,0.789,0.352
Ed Sheeran,÷,Dive,51ChrwmUPDJvedPQnIU8Ls,238440,76,0.761,-6.158,0.386,0.0953
Airbag,Voragine,Cae el Sol,2nBOPYRoAYOwv6go12SQDs,281386,66,0.47,-4.583,0.789,0.108
Joaco Terán,Libres,Peligrosa Mujer,3zaKc0uMw4GI7xHva4tjLa,182517,22,0.697,-6.88,0.536,0.102
Lali,Brava,Mi Última Canción (feat. Reik),1bYlEvCQVPNKXU4MmhByR6,219230,40,0.482,-4.174,0.82,0.351
Francisco Paseyro,Silencio,Silencio,4LgmxWObE05d1imrcLHDie,228879,19,0.71,-6.15,0.466,0.16
Arnau Griso,Es gratis,No sé nadar - Acústico,4SPhhyP7xQhGL224GUKR8g,210486,37,0.623,-7.858,0.39,0.0977
Alejandro Sanz,Mi Persona Favorita,Mi Persona Favorita,3eB9M6owEHwk4nNrZRNUwd,239972,63,0.582,-7.511,0.659,0.0656
Morat,El Embrujo,El Embrujo,6GM7WCa0accugI9b2JTeix,238533,50,0.696,-8.006,0.582,0.134
Milky Chance,Blossom,Cocoon,0L87MffumRNWrY2SNUFcvs,255160,62,0.743,-6.755,0.659,0.0622
Jowell & Randy,Vamo a Busal,Vamo a Busal,0ySExWMtzlVKO70rPYEz84,240000,60,0.763,-3.367,0.858,0.306
Duki,Desde el Fin del Mundo,Malbec,6KEb17S00Inf0v1qYDgUAj,175890,72,0.705,-6.476,0.692,0.13
Rex Orange County,Loving Is Easy (feat. Benny Sings),Loving Is Easy (feat. Benny Sings),5EYi2rH4LYs6M21ZLOyQTx,155720,7,0.756,-7.927,0.609,0.0959
OneRepublic,Rich Love,Rich Love (with Seeb),7dOeiXeTSfA1ixaYmQcWu7,201256,67,0.401,-3.641,0.872,0.362
Izan Llunas,Luis Miguel La Serie (Soundtrack),Frente a una Copa de Vino,3Xqp9CBGYXW6MjZB9MTeyH,136960,35,0.669,-10.353,0.232,0.179
PRETTYMUCH,No More (feat. French Montana),No More (feat. French Montana),37vqpVS6sQFhLdNZhHo1zu,203719,43,0.61,-5.116,0.848,0.344
Galantis,The Aviary,No Money,6M6Tk58pQvABy6ru66dY3d,191293,73,0.674,-3.999,0.915,0.273
Angela Torres,Simona (Music from the TV Series),Soy Simona,5yqGW9phIrRlpAbM0Jym3a,202475,27,0.726,-5.844,0.89,0.0662
Khalid,Free Spirit,Heaven,0Hgqglypzt6Qs5Duqskcqs,213026,51,0.42,-8.881,0.479,0.0679
Jonas Brothers,Disney Channel Playlist,Live To Party,4Kd5jHxAYAGTiX8BV8Y9qa,171040,0,0.437,-4.442,0.895,0.225
Neo Pistea,"Tumbando el Club (feat. C.R.O, Obiewanshot, YSY A, Cazzu, Khea, Lucho SSJ, Coqeéin Montana, Marcianos Crew & Duki)","Tumbando el Club (feat. C.R.O, Obiewanshot, YSY A, Cazzu, Khea, Lucho SSJ, Coqeéin Montana, Marcianos Crew & Duki) - Remix",0OWcpVA83HI8Pb5DybDuoX,456939,68,0.882,-4.445,0.777,0.135
Shawn Mendes,MTV Unplugged,Roses - MTV Unplugged,4p9MKtMEuyULfVydFDcvTq,254213,0,0.446,-11.256,0.329,0.486
Lew Mr. Blue,#Sweetladychallenge,#Sweetladychallenge,17T2DUqNZhxyQL0dx3LQdj,192287,53,0.741,-6.293,0.669,0.0555
Reik,Los Tragos,Los Tragos,7iXJg4IUyrWont5YSQrbKP,171000,75,0.557,-5.024,0.7,0.161
Duki,Hitboy,Hitboy,624AL3EwsrgGIp6bdwmXgo,179204,62,0.812,-6.629,0.633,0.122
Luck Ra,Te Mentiria,Te Mentiria,5MOF8J0yJVHdKE3gRgpM6r,186382,47,0.694,-5.084,0.76,0.104
Nicki Nicole,Fucking Diablo,Fucking Diablo,5HugdP5zn1KUybBdc1xsdf,144522,53,0.759,-2.627,0.667,0.13
Jacob Sartorius,The Last Text EP,Bingo,6nujTShu6cBuonGXas5KX8,170309,29,0.586,-5.254,0.49,0.137
Ozuna,Odisea,El Farsante,5EId1m4DNwTf3at31w8bPJ,233826,77,0.735,-4.249,0.703,0.259
J Balvin,Vibras,Brillo,3vgiIJW3iSQRRvgYiW86i9,159573,67,0.535,-10.049,0.384,0.0964
Jacob Sartorius,Cozy,Cozy,6c4RrBGXMbzuhj8XwzzWWW,145577,19,0.758,-5.911,0.592,0.0554
AURORA,All My Demons Greeting Me As A Friend,Runaway,1v1oIWf2Xgh54kIWuKsDf6,248826,79,0.422,-9.214,0.302,0.104
In Real Life,How Badly,How Badly,2nKdyGwoNJMUGzCIaOZNhk,187500,0,0.786,-5.731,0.662,0.233
Grace VanderWaal,Just The Beginning,Sick Of Being Told,4nOKwZf1XRw2gI4FGAGhXf,231453,36,0.868,-6.222,0.634,0.171
Simonelmono,Nico del Caño Trap,Nico del Caño Trap,1KTPVKswcBc6gz2zJjjpbf,118250,10,0.686,-14.06,0.553,0.31
Jason Mraz,We Sing. We Dance. We Steal Things.,Lucky,0IktbUcnAGrvD03AWnz3Q8,189613,75,0.625,-8.7,0.414,0.151
Coro Pascua Joven San Isidro,Nueva Mañana,Joven Levántate,7dCQoM9EDgBvnWzxQRmAE9,286211,23,0.35,-14.099,0.146,0.207
Ansel Elgort,Thief,Thief,3BtA1koBtnClfirgg4BpjI,220680,55,0.592,-3.792,0.741,0.111
Noriel,Cuerpo en Venta,Cuerpo en Venta,2B94bbI1a4LyBpK1439oP7,254413,66,0.696,-5.749,0.601,0.0974
Christian Leave,Hope,Can't Help Falling in Love,6VrAgFXBbRX2PkT92lAoKK,135714,59,0.608,-7.201,0.269,0.337
PRETTYMUCH,New Year's Eve 2017/18,Would You Mind,7qgMAncPInQs7YxUN4jppy,179689,8,0.645,-4.929,0.753,0.0685
Maluma,F.A.M.E.,Condena,3i1tCYR0Wwa5Ydfd0ArjQu,209520,40,0.782,-5.599,0.666,0.324
Miley Cyrus,Younger Now,Inspired,4OMAJ5nXjSH5PY30lalIhC,201160,44,0.55,-6.055,0.518,0.125
LIT killah,MAWZ,En la Oscuridad,4OrAAeefsDOdUSfE87C6WR,173142,64,0.812,-3.864,0.752,0.0722
DJ Alex,Otro trago,Otro trago - Remix,4cF7z9IXFl5V3PmkF59svf,202478,0,0.491,-5.026,0.708,0.0582
Lukas Graham,Love Someone,Love Someone,6r3baE6njwU4aoJq6zPukG,205463,0,0.661,-6.585,0.412,0.113
Quinn XCII,From Michigan With Love,Tough (feat. Noah Kahan),3a1Zmq0P1E6W80x8EOcVNP,178133,59,0.729,-7.047,0.571,0.111
Fran Argiro,Si Me Tomo una Cerveza,Si Me Tomo una Cerveza,2FhXZM9Rbq7iO9HPTFCxrx,140987,40,0.7,-6.346,0.742,0.239
Endor,Pump It Up,Pump It Up,0GiwV6v3AgJfdu59tj719Y,150635,73,0.899,-7.255,0.894,0.0606
Bad Bunny,Chambea,Chambea,6ElmxV9B2mSNscEjP27M7i,191999,0,0.854,-3.455,0.868,0.152
The Prince Karma,Later Bitches,Later Bitches,0uL88Lp7C6i2WGHub1zrJ9,247976,25,0.769,-6.563,0.518,0.342
Camila Cabello,Camila,Consequences,7sTtHHrD0zDpmzQzH3zegz,178466,67,0.455,-6.792,0.292,0.106
Dove Cameron,Descendants 2,Space Between,3emD3Ss9xc1hldBIkYhQ6C,206378,0,0.421,-4.189,0.761,0.273
Reykon,Latina (feat. Maluma),Latina (feat. Maluma),00Ia46AgCNfnXjzgH8PIKH,226738,54,0.826,-4.017,0.713,0.331
yungtubesock,Oh No!,Oh No!,0aWX6QBcfpopugMQVMosWL,143706,0,0.941,-14.582,0.372,0.311
Twenty One Pilots,Vessel,House of Gold,36tghkPg1AO4HsAzo6YpPp,163880,72,0.68,-7.234,0.693,0.208
J Balvin,Qué Más Pues?,Qué Más Pues?,6hf0RpxTbOprT5nnwzkk8e,217773,74,0.891,-3.964,0.819,0.173
Shawn Mendes,Illuminate,Treat You Better,48DKpTEVJ2pAjxQbWTad3q,187973,60,0.444,-4.078,0.819,0.107
Joaco Terán,Madre Tierra,Tu Ola,6PxQ1XJr8CTbgkkJ0cIZqu,211494,13,0.808,-6.598,0.603,0.196
Galantis,The Aviary,Hunter,1My0Hfu5dTCbYisBk9ZRGr,183466,55,0.47,-5.752,0.727,0.15
Soda Stereo,SEP7IMO DIA,De Música Ligera (SEP7IMO DIA),0v1p6H03NUVHhOu3nXD7GC,349026,48,0.581,-6.462,0.792,0.11
MYA,Amor Prohibido,Amor Prohibido,1oXcxpTLTHOsaW0XmzSxCc,211584,35,0.701,-3.873,0.838,0.0924
Pascal Letoublon,Friendships,Friendships,3S2XkZJH5P3AqYk8ChYsWB,242015,6,0.726,-6.312,0.78,0.0985
Coro Pascua Joven San Isidro,Alimento que da vida,El que muere por mí,68RghHT1MpaBbSbsiqu86V,309812,39,0.411,-13.913,0.114,0.0839
FINNEAS,Break My Heart Again,Break My Heart Again,2is19a6HY7ZdWP654IMhEE,238012,2,0.402,-14.227,0.151,0.0941
Chord Overstreet,Hold On,Hold On,5vjLSffimiIP26QG5WcN2K,198853,82,0.618,-9.681,0.443,0.0829
Ovy On The Drums,Inolvidable,Inolvidable,0OTtnwUO8natNWSwdZvXVF,225812,76,0.84,-4.941,0.543,0.128
Rauw Alejandro,Fantasias,Fantasias,6mAN61JH0dzyZpWslS11jy,199711,76,0.879,-4.219,0.703,0.0569
The Kid LAROI,F*CK LOVE (SAVAGE),WISH YOU WELL (skit),0WyFvqmfNViCxZqdfkclsb,35300,2,0.619,-12.522,0.256,0.596
